customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,internet_service,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-10940,Female,0,No,No,59.0,Yes,DSL,Month-to-month,No,Mailed check,32.11,,No
CUST-10391,Male,1,No,No,28.0,Yes,DSL,One year,Yes,Bank transfer,62.37,1737.29,No
CUST-10895,Female,0,No,Yes,55.0,Yes,Fiber optic,One year,No,Mailed check,30.21,1627.41,No
CUST-10432,F,0,Yes,No,18.0,Yes,Fiber optic,Month-to-month,Yes,Electronic check,107.99,1947.99,No
CUST-10068,Male,0,Yes,Yes,10.0,Yes,Fiber optic,Month-to-month,No,Mailed check,30.81,299.48,No
CUST-10167,Male,1,yes,No,57.0,Yes,DSL,Two year,Yes,Credit card,117.56,6721.68,No
CUST-10904,Male,0,N,No,46.0,Yes,Fiber optic,Month-to-month,Yes,Mailed check,114.66,5262.6,No
CUST-10730,Female,0,No,Yes,50.0,No,No,Two year,Yes,Bank transfer,40.78,2027.5,No
CUST-10554,Female,0,Yes,Yes,30.0,Yes,No,Month-to-month,Yes,Mailed check,98.76,2953.39,Yes
CUST-10366,Male,1,No,Yes,60.0,Yes,DSL,Two year,Yes,Bank transfer,30.2,1814.22,No
CUST-10345,Male,1,No,Yes,51.0,Yes,DSL,Two year,Yes,Credit card,70.09,3571.03,No
CUST-10584,Male,1,No,Yes,53.0,Yes,No,Month-to-month,No,Credit card,104.54,5558.17,No
CUST-10535,Male,0,Yes,No,55.0,Yes,DSL,Two year,No,Mailed check,41.53,2317.7,No
CUST-10398,Male,0,Yes,Yes,41.0,Yes,,Month-to-month,No,,118.23,,Yes
CUST-10185,Male,0,No,Yes,62.0,Yes,DSL,Month-to-month,Yes,Credit card,112.72,7021.55,No
CUST-10348,Male,0,Yes,Yes,34.0,Yes,DSL,Month-to-month,Yes,Mailed check,20.36,672.05,Yes
CUST-10615,Female,0,Yes,No,1.0,Yes,No,One year,No,,82.65,46.51,Yes
CUST-10919,Female,1,No,No,57.0,Yes,Fiber optic,One year,Yes,Credit card,94.23,5364.41,No
CUST-10211,Female,0,Yes,No,49.0,Yes,DSL,One year,No,Credit card,117.28,5724.36,No
CUST-10579,Male,0,Yes,No,31.0,Yes,Fiber optic,Two year,No,Electronic check,34.0,1079.58,No
CUST-10502,Female,0,Yes,No,37.0,Yes,Fiber optic,One year,Yes,Credit card,34.52,1243.58,No
CUST-10537,Male,0,Yes,No,69.0,Yes,DSL,Month-to-month,No,Credit card,114.79,7927.64,Yes
CUST-10196,Male,0,Yes,Yes,45.0,Yes,Fiber optic,Month-to-month,Yes,Bank transfer,81.72,3664.3,No
CUST-10175,Male,0,No,No,33.0,Yes,DSL,Two year,Yes,Credit card,109.12,3621.04,No
